"id","region","year","type","capacity_p_inst","capacity_p_max","capacity_p_min","cost_fix_p","cost_inv_p","cost_var_e","emi_ch4_f_pow","emi_n2o_f_pow","emi_nox_f_pow","lifetime","bandwidth_type","version","method","source","comment","conversion_factor_pri_biomass_stemwood","conversion_factor_pri_biomass_pellets_pp","conversion_factor_pri_biomass_wood_chips_pp","conversion_factor_pri_biomass_wood_chips_pr","conversion_factor_pri_biomass_straw_bales_pr","conversion_factor_pri_biomass_wood_chips_sr","conversion_factor_pri_biomass_pellets_sr","conversion_factor_pri_waste_other_bio_sr","conversion_factor_pri_waste_municipal_bio","conversion_factor_pri_waste_wood","conversion_factor_pri_sewage_sludge","conversion_factor_sec_elec","ef_pri_biomass_stemwood_emi_co2_f_pow","ef_pri_biomass_pellets_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pp_emi_co2_f_pow","ef_pri_biomass_wood_chips_pr_emi_co2_f_pow","ef_pri_biomass_straw_bales_pr_emi_co2_f_pow","ef_pri_biomass_wood_chips_sr_emi_co2_f_pow","ef_pri_biomass_pellets_sr_emi_co2_f_pow","ef_pri_waste_other_bio_sr_emi_co2_f_pow","ef_pri_waste_municipal_bio_emi_co2_f_pow","ef_pri_waste_wood_emi_co2_f_pow","ef_pri_sewage_sludge_emi_co2_f_pow"
485,"NL",2020,"pow_combustion_ic_syngas_0_ag",445.43,0.0,0.0,365982.472189283,9153116.53911212,21.3705141228068,0.0,0.0,0.0,0,"","v1","","","",4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
486,"NL",2021,"pow_combustion_ic_syngas_0_ag",445.43,0.0,0.0,365982.472189283,9153116.53911212,21.3705141228068,0.0,0.0,0.0,0,"","v1","","","",4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
487,"NL",2024,"pow_combustion_ic_syngas_0_ag",445.43,0.0,0.0,365982.472189283,9153116.53911212,21.3705141228068,0.0,0.0,0.0,0,"","v1","","","",4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
488,"NL",2027,"pow_combustion_ic_syngas_0_ag",445.43,0.0,0.0,365982.472189283,9153116.53911212,21.3705141228068,0.0,0.0,0.0,0,"","v1","","","",4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,4.2345263330697,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
489,"NL",2030,"pow_combustion_ic_syngas_0_ag",424.83,0.0,0.0,362643.668731663,9064049.86626966,21.0792367998356,0.0,0.0,0.0,0,"","v1","","","",4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,4.22683153823212,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
490,"NL",2035,"pow_combustion_ic_syngas_0_ag",375.230298452657,0.0,0.0,364773.211559569,9117642.33608633,21.2285077606789,0.0,0.0,0.0,0,"","v1","","","",4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,4.24816552374713,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
491,"NL",2040,"pow_combustion_ic_syngas_0_ag",345.68,0.0,0.0,363309.427628234,9085418.61357716,21.1578893621046,0.0,0.0,0.0,0,"","v1","","","",4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,4.22829872806865,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
492,"NL",2045,"pow_combustion_ic_syngas_0_ag",193.67,0.0,0.0,360495.625931034,8970220.25102583,20.6164663290773,0.0,0.0,0.0,0,"","v1","","","",4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,4.28339090355913,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
493,"NL",2050,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
494,"NL",2060,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
495,"NL",2070,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
496,"NO",2020,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
497,"NO",2021,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
498,"NO",2024,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
499,"NO",2027,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
500,"NO",2030,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
501,"NO",2035,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
502,"NO",2040,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
503,"NO",2045,"pow_combustion_ic_syngas_0_ag",37.27,0.0,0.0,255769.860862267,6201114.81298985,11.7697285530796,0.0,0.0,0.0,0,"","v1","","","",3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,3.92998873914991,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
504,"NO",2050,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
505,"NO",2060,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
506,"NO",2070,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
507,"PL",2020,"pow_combustion_ic_syngas_0_ag",227.501,0.0,0.0,253504.490537391,6145479.64810768,11.6163556081801,0.0,0.0,0.0,0,"","v1","","","",3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
508,"PL",2021,"pow_combustion_ic_syngas_0_ag",227.501,0.0,0.0,253504.490537391,6145479.64810768,11.6163556081801,0.0,0.0,0.0,0,"","v1","","","",3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
509,"PL",2024,"pow_combustion_ic_syngas_0_ag",227.501,0.0,0.0,253504.490537391,6145479.64810768,11.6163556081801,0.0,0.0,0.0,0,"","v1","","","",3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
510,"PL",2027,"pow_combustion_ic_syngas_0_ag",227.501,0.0,0.0,253504.490537391,6145479.64810768,11.6163556081801,0.0,0.0,0.0,0,"","v1","","","",3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
511,"PL",2030,"pow_combustion_ic_syngas_0_ag",227.501,0.0,0.0,253504.490537391,6145479.64810768,11.6163556081801,0.0,0.0,0.0,0,"","v1","","","",3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
512,"PL",2035,"pow_combustion_ic_syngas_0_ag",227.501,0.0,0.0,253504.490537391,6145479.64810768,11.6163556081801,0.0,0.0,0.0,0,"","v1","","","",3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,3.91240007838743,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
513,"PL",2040,"pow_combustion_ic_syngas_0_ag",86.832,0.0,0.0,371363.603912319,9241366.49463815,21.3900383958533,0.0,0.0,0.0,0,"","v1","","","",4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,4.37334780404486,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
514,"PL",2045,"pow_combustion_ic_syngas_0_ag",84.432,0.0,0.0,369559.328867189,9191663.37898353,21.2198441312762,0.0,0.0,0.0,0,"","v1","","","",4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,4.37260321317343,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
515,"PL",2050,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
516,"PL",2060,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
517,"PL",2070,"pow_combustion_ic_syngas_0_ag",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,"","v1","","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"global_emission_factors.pri_biomass_stemwood","global_emission_factors.pri_biomass_pellets_pp","global_emission_factors.pri_biomass_wood_chips_pp","global_emission_factors.pri_biomass_wood_chips_pr","global_emission_factors.pri_biomass_straw_bales_pr","global_emission_factors.pri_biomass_wood_chips_sr","global_emission_factors.pri_biomass_pellets_sr","global_emission_factors.pri_waste_other_bio_sr","global_emission_factors.pri_waste_municipal_bio","global_emission_factors.pri_waste_wood","global_emission_factors.pri_sewage_sludge"
